,Titulo,Data,URL da noticia
81,"Cuáles son las ventajas para los argentinos que deciden mudarse a Uruguay 
con el objetivo de obtener un alivio en el pago de impuestos",09-01-2020,https://www.infobae.com/economia/2020/01/09/cuales-son-las-ventajas-para-los-argentinos-que-deciden-mudarse-a-uruguay-con-el-objetivo-de-obtener-un-alivio-en-el-pago-de-impuestos/
82,"Brancatelli ocupará un cargo político en Pilar, pero no abandonará su rol 
en los medios",09-01-2020,https://www.cronista.com/economia-politica/Brancatelli-ocupara-un-cargo-politico-en-Pilar-pero-no-abandonara-su-rol-en-los-medios-20200109-0012.html
83,"Con Fran Drescher, La Niñera llegará como musical a Broadway",09-01-2020,https://www.clarin.com/espectaculos/teatro/fran-drescher-ninera-llegara-musical-broadway_0_3J68tZBh.html
84,"Una balacera de dos horas, narcobloqueos y un sicario abatido: el violento 
ataque desatado en Tamaulipas",09-01-2020,https://www.infobae.com/america/mexico/2020/01/09/una-balacera-de-dos-horas-narcobloqueos-y-un-sicario-abatido-el-violento-ataque-desatado-en-tamaulipas/
85,Fotografía de Vicky Aranda en galería internacional de Italia,09-01-2020,https://www.diarionorte.com/187654-fotografia-de-vicky-aranda-en-galeria-internacional-de-italia
86,"Murió Elena Cruz, la actriz que había reivindicado a Videla",10-01-2020,https://www.ambito.com/cine/murio-elena-cruz-la-actriz-que-habia-reivindicado-videla-n5075937
87,"La primera renuncia de la gestión Fernández: por “enfrentamientos”, se fue 
un subsecretario de Energía que fue nombrado hace dos días",10-01-2020,https://www.infobae.com/economia/2020/01/10/la-primera-renuncia-de-la-gestion-fernandez-por-enfrentamientos-se-fue-un-subsecretario-de-energia-que-fue-nombrado-hace-dos-dias/
88,"Sergio Berni propuso el ""uno por uno” para los presos bonaerenses: un año 
de trabajo por uno menos de condena",10-01-2020,https://www.infobae.com/politica/2020/01/10/sergio-berni-propuso-el-uno-por-uno-para-los-presos-bonaerenses-un-ano-de-trabajo-por-uno-menos-de-condena/
89,"Este sábado se realizará una capacitación sobre el cuidado de la flora 
autóctona",10-01-2020,https://www.diariocronica.com.ar/noticias/2020/01/10/27952-este-sabado-se-realizara-una-capacitacion-sobre-el-cuidado-de-la-flora-autoctona
90,"El impactante accidente que sufrió Guillermo Marín y del que milagrosamente 
resultó ileso",10-01-2020,https://www.clarin.com/fama/impactante-accidente-sufrio-guillermo-marin-milagrosamente-resulto-ileso_0_hgso0h6n.html
91,Así fue la emotiva liberación de los osos pardos del zoológico de Mendoza,10-01-2020,https://www.infobae.com/sociedad/2020/01/10/asi-fue-la-emotiva-liberacion-de-los-osos-pardos-del-zoologico-de-mendoza/
92,La reunión secreta del Barcelona con Xavi para reemplazar a Ernesto Valverde,10-01-2020,https://www.infobae.com/america/deportes/2020/01/10/la-reunion-secreta-del-barcelona-con-xavi-para-reemplazar-a-ernesto-valverde/
