,Date,Confirmed,Recovered,Deaths,Ano,Mês
577,2021-08-21,4770453,0.0,83136,2021,8
578,2021-08-22,4770453,0.0,83136,2021,8
579,2021-08-23,4794352,0.0,83337,2021,8
580,2021-08-24,4804424,0.0,83527,2021,8
581,2021-08-25,4815205,0.0,83690,2021,8
582,2021-08-26,4822320,0.0,83861,2021,8
583,2021-08-27,4831809,0.0,84000,2021,8
584,2021-08-28,4831809,0.0,84000,2021,8
585,2021-08-29,4831809,0.0,84000,2021,8
586,2021-08-30,4847298,0.0,84146,2021,8
587,2021-08-31,4855065,0.0,84340,2021,8
588,2021-09-01,4861883,0.0,84472,2021,9
589,2021-09-02,4871444,0.0,84640,2021,9
590,2021-09-03,4877755,0.0,84795,2021,9
591,2021-09-04,4877755,0.0,84795,2021,9
592,2021-09-05,4877755,0.0,84795,2021,9
593,2021-09-06,4887112,0.0,84928,2021,9
594,2021-09-07,4892640,0.0,85066,2021,9
595,2021-09-08,4898258,0.0,85147,2021,9
596,2021-09-09,4903021,0.0,85218,2021,9
597,2021-09-10,4907461,0.0,85290,2021,9
598,2021-09-11,4907461,0.0,85290,2021,9
599,2021-09-12,4907461,0.0,85290,2021,9
600,2021-09-13,4915265,0.0,85393,2021,9
601,2021-09-14,4918526,0.0,85548,2021,9
602,2021-09-15,4922249,0.0,85638,2021,9
603,2021-09-16,4926324,0.0,85739,2021,9
604,2021-09-17,4929546,0.0,85783,2021,9
605,2021-09-18,4929546,0.0,85783,2021,9
606,2021-09-19,4929546,0.0,85783,2021,9
607,2021-09-20,4935534,0.0,85901,2021,9
608,2021-09-21,4937984,0.0,85983,2021,9
609,2021-09-22,4940824,0.0,86085,2021,9
610,2021-09-23,4943855,0.0,86185,2021,9
611,2021-09-24,4946601,0.0,86229,2021,9
612,2021-09-25,4946601,0.0,86229,2021,9
613,2021-09-26,4946601,0.0,86229,2021,9
614,2021-09-27,4951640,0.0,86298,2021,9
615,2021-09-28,4953930,0.0,86358,2021,9
616,2021-09-29,4956691,0.0,86397,2021,9
617,2021-09-30,4959091,0.0,86415,2021,9
618,2021-10-01,4961128,0.0,86463,2021,10
619,2021-10-02,4961128,0.0,86463,2021,10
620,2021-10-03,4961128,0.0,86463,2021,10
621,2021-10-04,4965399,0.0,86527,2021,10
622,2021-10-05,4967200,0.0,86621,2021,10
623,2021-10-06,4969503,0.0,86678,2021,10
624,2021-10-07,4971310,0.0,86701,2021,10
625,2021-10-08,4973619,0.0,86778,2021,10
626,2021-10-09,4973619,0.0,86778,2021,10
627,2021-10-10,4973619,0.0,86778,2021,10
628,2021-10-11,4977448,0.0,86827,2021,10
629,2021-10-12,4977448,0.0,86827,2021,10
630,2021-10-13,4980206,0.0,86869,2021,10
631,2021-10-14,4982138,0.0,86917,2021,10
632,2021-10-15,4984386,0.0,86974,2021,10
633,2021-10-16,4984386,0.0,86974,2021,10
634,2021-10-17,4984386,0.0,86974,2021,10
635,2021-10-18,4988878,0.0,87030,2021,10
636,2021-10-19,4990767,0.0,87051,2021,10
637,2021-10-20,4993295,0.0,87082,2021,10
638,2021-10-21,4995176,0.0,87102,2021,10
639,2021-10-22,4997732,0.0,87132,2021,10
640,2021-10-23,4997732,0.0,87132,2021,10
641,2021-10-24,4997732,0.0,87132,2021,10
642,2021-10-25,5002217,0.0,87186,2021,10
643,2021-10-26,5004143,0.0,87238,2021,10
644,2021-10-27,5006675,0.0,87289,2021,10
645,2021-10-28,5008887,0.0,87322,2021,10
646,2021-10-29,5011148,0.0,87368,2021,10
647,2021-10-30,5011148,0.0,87368,2021,10
648,2021-10-31,5011148,0.0,87368,2021,10
649,2021-11-01,5011148,0.0,87368,2021,11
650,2021-11-02,5016968,0.0,87423,2021,11
651,2021-11-03,5019255,0.0,87462,2021,11
652,2021-11-04,5022546,0.0,87477,2021,11
653,2021-11-05,5025639,0.0,87504,2021,11
654,2021-11-06,5025639,0.0,87504,2021,11
655,2021-11-07,5025639,0.0,87504,2021,11
656,2021-11-08,5032056,0.0,87558,2021,11
657,2021-11-09,5032056,0.0,87558,2021,11
658,2021-11-10,5038517,0.0,87617,2021,11
659,2021-11-11,5042803,0.0,87647,2021,11
660,2021-11-12,5047156,0.0,87673,2021,11
661,2021-11-13,5047156,0.0,87673,2021,11
662,2021-11-14,5047156,0.0,87673,2021,11
663,2021-11-15,5056954,0.0,87716,2021,11
664,2021-11-16,5061045,0.0,87745,2021,11
665,2021-11-17,5067712,0.0,87775,2021,11
666,2021-11-18,5074027,0.0,87804,2021,11
667,2021-11-19,5080663,0.0,87810,2021,11
668,2021-11-20,5080663,0.0,87810,2021,11
669,2021-11-21,5080663,0.0,87810,2021,11
670,2021-11-22,5096538,0.0,87832,2021,11
671,2021-11-23,5103315,0.0,87866,2021,11
672,2021-11-24,5111842,0.0,87904,2021,11
673,2021-11-25,5121100,0.0,87931,2021,11
674,2021-11-26,5131012,0.0,87955,2021,11
675,2021-11-27,5131012,0.0,87955,2021,11
676,2021-11-28,5131012,0.0,87955,2021,11
677,2021-11-29,5153923,0.0,88008,2021,11
678,2021-11-30,5164184,0.0,88052,2021,11
679,2021-12-01,5174720,0.0,88080,2021,12
680,2021-12-02,5189220,0.0,88122,2021,12
681,2021-12-03,5202958,0.0,88159,2021,12
682,2021-12-04,5202958,0.0,88159,2021,12
683,2021-12-05,5202958,0.0,88159,2021,12
684,2021-12-06,5202958,0.0,88159,2021,12
685,2021-12-07,5246766,0.0,88237,2021,12
686,2021-12-08,5246766,0.0,88237,2021,12
687,2021-12-09,5273178,0.0,88321,2021,12
688,2021-12-10,5290273,0.0,88380,2021,12
689,2021-12-11,5290190,0.0,88381,2021,12
690,2021-12-12,5290190,0.0,88381,2021,12
691,2021-12-13,5339992,0.0,88484,2021,12
692,2021-12-14,5366128,0.0,88542,2021,12
693,2021-12-15,5393268,0.0,88619,2021,12
694,2021-12-16,5422168,0.0,88667,2021,12
695,2021-12-17,5455527,0.0,88708,2021,12
696,2021-12-18,5455527,0.0,88708,2021,12
697,2021-12-19,5455527,0.0,88708,2021,12
698,2021-12-20,5535231,0.0,88793,2021,12
699,2021-12-21,5585054,0.0,88887,2021,12
700,2021-12-22,5645095,0.0,88937,2021,12
701,2021-12-23,5718007,0.0,89019,2021,12
702,2021-12-24,5718007,0.0,89019,2021,12
703,2021-12-25,5718007,0.0,89019,2021,12
704,2021-12-26,5718007,0.0,89019,2021,12
705,2021-12-27,5932626,0.0,89139,2021,12
706,2021-12-28,6032297,0.0,89253,2021,12
707,2021-12-29,6133057,0.0,89331,2021,12
708,2021-12-30,6294745,0.0,89405,2021,12
709,2021-12-31,6294745,0.0,89405,2021,12
710,2022-01-01,6294745,0.0,89405,2022,1
711,2022-01-02,6294745,0.0,89405,2022,1
712,2022-01-03,6667511,0.0,89573,2022,1
